Game,Platform,Score,Genre
PixelJunk Monsters: Ultimate HD,PlayStation Vita,9,Strategy
Jak and Daxter Collection,PlayStation Vita,6.8,Platformer
Stealth Inc.: A Clone in the Dark,PlayStation 3,9.2,Platformer
Stealth Inc.: A Clone in the Dark,PlayStation Vita,9.2,Platformer
Rogue Legacy ,PC,9,RPG
Attack of the Friday Monsters: A Tokyo Tale,Nintendo 3DS,6.2,Adventure
Shadowrun Returns,PC,7.3,RPG
EarthBound,Wii U,9,RPG
Dota 2,PC,9.4,RPG
R.I.P.D.: The Game,PC,4.5,Action
Sine Mora,iPhone,4.9,Shooter
Velocity Ultra,PC,8.4,Shooter
Velocity Ultra,PlayStation 3,8.4,Shooter
Velocity Ultra,PlayStation Vita,8.4,Shooter
Pikmin 3,Wii U,8.8,Strategy
Dynasty Warriors 8,PlayStation 3,8.7,Action
Dynasty Warriors 8,Xbox 360,8.7,Action
Monster Manor,Nintendo 3DS,7.9,Adventure
Warrior's Way,Nintendo 3DS,7,Strategy
Flower Town,Nintendo 3DS,5,Simulation
Mii Force,Nintendo 3DS,8.5,Shooter
Plants vs. Zombies 2,iPhone,8.7,Strategy
Legends of Dawn,PC,2.8,RPG
Pacific Rim,Xbox 360,5.3,Action
Storm,PC,4,"Puzzle, Action"
Limbo,iPhone,9,Platformer
Mario &amp; Luigi: Dream Team,Nintendo 3DS,8,"Action, RPG"
Man of Steel HD,iPad,6,Action
Man of Steel,iPhone,6,Action
Mutant Mudds Deluxe ,PlayStation Vita,8,Platformer
Mutant Mudds Deluxe,PlayStation 3,8,Platformer
Mutant Mudds Deluxe,Wii U,8,Platformer
Dark,Xbox 360,4,Action
Dark,PC,4,Action
Time and Eternity,PlayStation 3,5.6,RPG
Deus Ex: The Fall,iPhone,8.2,Shooter
Deus Ex: The Fall,Android,8.2,Shooter
Leisure Suit Larry Reloaded,PC,4.1,"Adventure, Adult"
Shin Megami Tensei IV,Nintendo 3DS,8.5,RPG
Kentucky Route Zero: Act 2,Macintosh,9.1,Adventure
Kentucky Route Zero: Act 2,PC,9.1,Adventure
Kentucky Route Zero: Act 2,Linux,9.1,Adventure
Sid Meier's Civilization V: Brave New World,Macintosh,9.4,Strategy
Sid Meier's Civilization V: Brave New World,PC,9.4,Strategy
NCAA Football 14,PlayStation 3,7.4,Sports
NCAA Football 14,Xbox 360,7.4,Sports
The Walking Dead: 400 Days,PlayStation 3,8.9,"Action, Adventure"
The Walking Dead: 400 Days,Xbox 360,8.9,"Action, Adventure"
The Walking Dead: 400 Days,PC,8.9,"Action, Adventure"
The Walking Dead: 400 Days,Macintosh,8.9,"Action, Adventure"
Magic: The Gathering -- Duels of the Planeswalkers 2014,PlayStation 3,8.1,"Card, Battle"
Magic: The Gathering -- Duels of the Planeswalkers 2014,PC,8.1,"Card, Battle"
Magic: The Gathering -- Duels of the Planeswalkers 2014,Android,8.1,"Card, Battle"
Magic: The Gathering -- Duels of the Planeswalkers 2014,Xbox 360,8.1,"Card, Battle"
Magic: The Gathering -- Duels of the Planeswalkers 2014 ,iPad,8.1,"Card, Battle"
New Super Luigi U (Nintendo eShop Edition),Wii U,7.3,Platformer
New Super Luigi U,Wii U,7.3,Platformer
Red Orchestra 2: Rising Storm,PC,8.3,Shooter
Dungeons &amp; Dragons: Chronicles of Mystara,Xbox 360,8.3,Action
Dungeons &amp; Dragons: Chronicles of Mystara,PC,8.3,Action
Dungeons &amp; Dragons: Chronicles of Mystara,Wii U,8.3,Action
Dungeons &amp; Dragons: Chronicles of Mystara,PlayStation 3,8.3,Action
World War Z,iPhone,5.3,Shooter
Penny Arcade's On the Rain-slick Precipice of Darkness 4,PC,6,RPG
Penny Arcade's On the Rain-slick Precipice of Darkness 4,Xbox 360,6,RPG
Project X Zone,Nintendo 3DS,8,RPG
Disney Epic Mickey 2: The Power of Two,PlayStation Vita,6.2,"Action, Adventure"
Neverwinter,PC,6.8,"Action, RPG"
Company of Heroes 2,PC,8.4,Strategy
Magrunner: Dark Pulse,PC,6.8,"Puzzle, Action"
Deadpool,PlayStation 3,6,Action
Deadpool,PC,6,Action
Deadpool,Xbox 360,6,Action
Borderlands 2: Tiny Tina's Assault on Dragon Keep,Xbox 360,9.2,"Shooter, RPG"
XCOM: Enemy Unknown,iPhone,8.5,Strategy
Muramasa Rebirth,PlayStation Vita,8,Simulation
Marvel Heroes,PC,5.7,RPG
Game &amp; Wario,Wii U,5.1,Party
Gunpoint,PC,9,"Puzzle, Action"
The Night of the Rabbit ,PC,7.9,Adventure
The Night of the Rabbit,Macintosh,7.9,Adventure
The Incredible Adventures of Van Helsing,PC,7,"Action, RPG"
The Incredible Adventures of Van Helsing,Macintosh,7,"Action, RPG"
Wargame: AirLand Battle,PC,8.4,Strategy
The Denpa Men 2: Beyond the Waves,Nintendo 3DS,7.9,RPG
The Last of Us,PlayStation 3,10,Action
State of Decay,Xbox 360,8.9,Action
Gravity Guy 2,iPhone,7,Platformer
Animal Crossing: New Leaf,Nintendo 3DS,9.6,Simulation
CastleStorm,Xbox 360,8,Strategy
CastleStorm,PlayStation 3,8,Strategy
The Starship Damrey,Nintendo 3DS,5.3,Adventure
Remember Me,PlayStation 3,5.9,"Action, Adventure"
Remember Me,Xbox 360,5.9,"Action, Adventure"
Sniper Elite V2,Wii U,7,Action
The Swapper,PC,9.3,Platformer
Impossible Road,iPhone,8.4,None
Tomb Breaker,iPhone,7.5,Puzzle
Star Wars Knights of the Old Republic,iPad,8.8,RPG
Dust 514,PlayStation 3,5.8,Shooter
Ratchet &amp; Clank: Full Frontal Assault,PlayStation Vita,5.7,Action
Grid 2,Xbox 360,8,Racing
Grid 2,PC,8,Racing
Grid 2,PlayStation 3,8,Racing
Fallen Enchantress: Legendary Heroes ,PC,8,Strategy
Zombie Tycoon 2: Brainhov's Revenge,PlayStation 3,4.9,Simulation
Zombie Tycoon 2: Brainhov's Revenge,PlayStation Vita,4.9,Simulation
Sorcery!,iPhone,8.8,Adventure
Star Command,iPhone,6.7,Simulation
Paper Titans,iPhone,8.2,"Puzzle, Adventure"
Gun Commando,iPhone,7.3,Shooter
Age of Wushu,PC,7,RPG
The House of the Dead: Overkill -- The Lost Reels,iPhone,7.7,Shooter
Mars: War Logs,PC,5.3,"Action, RPG"
Mittens,iPhone,6.2,"Puzzle, Action"
Zeno Clash II,PC,6.4,Action
Fez,PlayStation Vita,9.5,Platformer
Fez,PlayStation 4,9.5,Platformer
Fez,PC,9.5,Platformer
Fez,PlayStation 3,9.5,Platformer
Robot Unicorn Attack 2,iPhone,7.9,Action
Guilty Gear XX Accent Core Plus R,PlayStation Vita,7.9,Fighting
Telltale Games' Poker Night 2,PC,7.5,Card
Telltale Games' Poker Night 2,Macintosh,7.5,Card
Iron Man 3: The Official Game,iPhone,6.6,Action
Soul Sacrifice,PlayStation Vita,7.7,Action
Sacred Citadel,PC,5.9,Action
Far Cry 3: Blood Dragon,PC,8,Shooter
Far Cry 3: Blood Dragon,PlayStation 3,8,Shooter
Far Cry 3: Blood Dragon ,Xbox 360,8,Shooter
Dragon's Dogma: Dark Arisen,Xbox 360,7.9,"Action, RPG"
Dragon's Dogma: Dark Arisen,PlayStation 3,7.9,"Action, RPG"
Telltale Games' Poker Night 2,Xbox 360,7.5,Card
Sacred Citadel,Xbox 360,5.9,Action
The Other Brothers,iPhone,5.6,Platformer
Star Trek: The Game,PC,4.2,Action
Star Trek: The Game,Xbox 360,4.2,Action
Star Trek: The Game,PlayStation 3,4.2,Action
Teenage Mutant Ninja Turtles: Rooftop Run,iPhone,6.8,Platformer
Fish Out of Water,iPhone,6.9,Action
Deadly Premonition: The Director's Cut,PlayStation 3,7,"Action, Adventure"
The Sushi Spinnery,iPhone,7.4,Simulation
Dungeon Hunter 4,iPhone,5.5,Adventure
Dillon's Rolling Western: The Last Ranger,Nintendo 3DS,6.7,Adventure
LEGO City Undercover: The Chase Begins,Nintendo 3DS,6.3,Adventure
Monaco,PC,9,Action
Monaco,Xbox 360,9,Action
Assassin's Creed III -- The Tyranny of King Washington,Wii U,6.8,"Action, Adventure"
Assassin's Creed III -- The Tyranny of King Washington,PlayStation 3,6.8,"Action, Adventure"
Assassin's Creed III -- The Tyranny of King Washington,Xbox 360,6.8,"Action, Adventure"
God Mode,PC,6.7,Shooter
Mr. Crab,iPhone,7.8,Platformer
Assassin's Creed III -- The Tyranny of King Washington,PC,6.8,"Action, Adventure"
God Mode,Xbox 360,6.7,Shooter
Dead Island Riptide ,Xbox 360,7.2,Action
Dead Island Riptide,PC,7.2,Action
Dead Island Riptide,PlayStation 3,7.2,Action
Surgeon Simulator 2013,PC,7.8,Simulation
Thomas Was Alone,PlayStation 3,8,Platformer
Thomas Was Alone,PlayStation Vita,8,Platformer
Star Wars: The Old Republic -- Rise of the Hutt Cartel,PC,7.6,RPG
Star Wars: The Old Republic,PC,9,RPG
Papo &amp; Yo,PC,4,Adventure
Motocross Madness,Xbox 360,8.4,Racing
ShootMania Storm,PC,7.8,Shooter
Defiance,Xbox 360,5.5,Action
Defiance,PlayStation 3,5.2,Action
Defiance,PC,5.9,Shooter
Dishonored: The Knife of Dunwall,Xbox 360,7.5,Action
Dishonored: The Knife of Dunwall,PlayStation 3,7.5,Action
Dishonored: The Knife of Dunwall,PC,7.5,Action
Injustice: Gods Among Us,Xbox 360,8.2,Fighting
Injustice: Gods Among Us,PlayStation 3,8.2,Fighting
Devil Summoner: Soul Hackers,Nintendo 3DS,7.8,RPG
Cities in Motion 2,PC,7.5,Simulation
Atelier Totori Plus: The Adventurer of Arland,PlayStation Vita,7.8,RPG
Guacamelee!,PlayStation 3,9,"Platformer, Action"
Guacamelee!,PlayStation Vita,9,"Platformer, Action"
Toki Tori 2,Wii U,8,"Puzzle, Adventure"
Terraria ,PlayStation 3,9,"Action, RPG"
BattleBlock Theater,Xbox 360,7.8,Platformer
Terraria,Xbox 360,9,"Action, RPG"
Tiger Woods PGA Tour 14,Xbox 360,8,Sports
Warframe,PC,7,Shooter
Slender: The Arrival,PC,6.5,Adventure
Tiger Woods PGA Tour 14,PlayStation 3,8,Sports
Hyperdimension Neptunia Victory,PlayStation 3,5.4,RPG
Incredipede,Macintosh,8.5,"Puzzle, Adventure"
Army of Two: The Devil's Cartel,Xbox 360,5,Shooter
Darkstalkers Resurrection,PlayStation 3,8.4,Fighting
Darkstalkers Resurrection,Xbox 360,8.4,Fighting
Army of Two: The Devil's Cartel,PlayStation 3,5,Shooter
Incredipede,PC,8.5,"Puzzle, Adventure"
HarmoKnight,Nintendo 3DS,8.5,Platformer
Need for Speed Most Wanted U,Wii U,9,"Racing, Action"
Super House of Dead Ninjas,PC,8.3,Action
Major League Baseball 2K13,Xbox 360,4.5,Sports
Year Walk,iPhone,8,Adventure
Luigi's Mansion: Dark Moon,Nintendo 3DS,9.3,Platformer
The Walking Dead: Survival Instinct,PlayStation 3,4.5,Shooter
BioShock Infinite,PC,9.5,Shooter
The Walking Dead: Survival Instinct,Xbox 360,4.5,Shooter
The Walking Dead: Survival Instinct,PC,4.5,Shooter
BioShock Infinite,Xbox 360,9.4,Shooter
The Walking Dead: Survival Instinct ,Wii U,4.5,Shooter
BioShock Infinite,PlayStation 3,9.4,Shooter
Naruto Shippuden: Ultimate Ninja Storm 3,PlayStation 3,8.6,Fighting
Naruto Shippuden: Ultimate Ninja Storm 3,Xbox 360,8.6,Fighting
Sonic Dash,Android,6.1,Action
Sonic Dash,iPhone,6.1,Action
StarCraft II: Heart of the Swarm,PC,8.6,Strategy
Sniper: Ghost Warrior 2,PC,5,Shooter
Super Stickman Golf 2,iPhone,8.2,Sports
The Showdown Effect,PC,6,Action
Gears of War: Judgment,Xbox 360,9.2,Shooter
Monster Hunter 3 Ultimate,Wii U,8.8,Action
Monster Hunter 3 Ultimate,Nintendo 3DS,8.8,Action
Dead Space 3: Awakened,PC,8.2,"Action, Adventure"
Atelier Ayesha: The Alchemist of Dusk,PlayStation 3,6.2,RPG
Dead Space 3: Awakened,PlayStation 3,8.2,"Action, Adventure"
Dead Space 3: Awakened,Xbox 360,8.2,"Action, Adventure"
LEGO City: Undercover,Wii U,8,Adventure
God of War: Ascension,PlayStation 3,7.8,Action
Ridiculous Fishing: A Tale of Redemption,iPhone,8,Hunting
The Banner Saga: Factions,PC,7.8,"Strategy, RPG"
SimCity,PC,7,Simulation
Dollar Dash,Xbox 360,4.8,Action
Naruto: Powerful Shippuden,Nintendo 3DS,8,"Fighting, Action"
Dollar Dash,PC,4.8,Action
Mass Effect 3: Citadel ,Xbox 360,9.1,RPG
Mass Effect 3: Citadel,PC,9.1,RPG
Mass Effect 3: Citadel,PlayStation 3,9.1,RPG
MLB 13: The Show,PlayStation Vita,7.6,Sports
Castlevania: Lords of Shadow -- Mirror of Fate,Nintendo 3DS,4.7,Action
MLB 13: The Show,PlayStation 3,8.8,Sports
Ninja Gaiden Sigma 2 Plus,PlayStation Vita,6,Action
Etrian Odyssey IV: Legends of the Titan,Nintendo 3DS,9,RPG
March of the Eagles,PC,7.9,Strategy
Real Racing 3,iPhone,9.1,Racing
Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,PC,9,Platformer
Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,Wii U,9,Platformer
Tomb Raider,PC,9.1,Action
Tomb Raider,Xbox 360,9.1,Action
Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,Xbox 360,9,Platformer
Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,PlayStation 3,9,Platformer
Tomb Raider,PlayStation 3,9.1,Action
Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,iPhone,9,Platformer
Gunman Clive,Nintendo 3DS,8.7,Platformer
Puddle,Wii U,6.8,Puzzle
Dynasty Warriors 7: Empires,PlayStation 3,7.5,Action
Retrovirus,PC,6.6,Shooter
Akaneiro: Demon Hunters,PC,4.5,RPG
Crysis 3,PlayStation 3,8.5,Shooter
Relic Rush,iPhone,7,Puzzle
Crysis 3 ,Xbox 360,8.5,Shooter
Crysis 3,PC,8.5,Shooter
Metal Gear Rising: Revengeance,PlayStation 3,8.5,Action
Metal Gear Rising: Revengeance,Xbox 360,8.5,Action
Fist of the North Star: Ken's Rage 2,PlayStation 3,3.7,Action
Bientot L'ete,Macintosh,7,Adventure
Special Forces: Team X,PC,4.5,Shooter
Special Forces: Team X,Xbox 360,4.5,Shooter
Bientot L'ete,PC,7,Adventure
Let's Fish! Hooked On,PlayStation Vita,3.4,Hunting
Dungeonland,PC,4.6,"Action, Adventure"
Aliens: Colonial Marines,Xbox 360,4.5,Shooter
Aliens: Colonial Marines,PC,5,Shooter
Aliens: Colonial Marines,PlayStation 3,4.5,Shooter
Proteus,PC,8.5,Adventure
Brain Age: Concentration Training,Nintendo 3DS,7.8,"Educational, Puzzle"
Dead Space 3,PlayStation 3,7.8,"Action, Adventure"
Dead Space 3,Xbox 360,7.8,"Action, Adventure"
Dead Space 3,PC,7.8,"Action, Adventure"
Omerta: City of Gangsters,PC,5.2,"RPG, Simulation"
Ikachan,Nintendo 3DS,7.3,Adventure
Sly Cooper: Thieves in Time,PlayStation 3,8,Platformer
Sly Cooper: Thieves in Time,PlayStation Vita,8,Platformer
Might and Magic: Clash of Heroes,iPhone,8.5,"Puzzle, Adventure"
Fluidity: Spin Cycle,Nintendo 3DS,6,Action
Antichamber ,Macintosh,8.6,Puzzle
Antichamber,PC,8.6,Puzzle
Pixel People,iPhone,9,Simulation
Fire Emblem Awakening,Nintendo 3DS,9.6,"Strategy, RPG"
Skulls of the Shogun,Xbox 360,7,Strategy
Hitman HD Trilogy,Xbox 360,8,Compilation
Banana Kong,iPhone,6,Platformer
Hitman HD Trilogy,PlayStation 3,8,Compilation
Dungelot,iPhone,8.9,Puzzle
Fieldrunners 2,PC,8.1,Strategy
Corpse Party: Book of Shadows,PlayStation Portable,5.8,Adventure
The Cave,Wii U,7.9,Adventure
The Cave,PlayStation 3,7.9,Adventure
Strike Suit Zero,PC,7.5,Shooter
The Cave,Xbox 360,7.9,Adventure
Tokyo Crash Mobs,Nintendo 3DS,7.7,"Puzzle, Action"
Final Fantasy: All The Bravest,iPhone,2.5,RPG
Ni no Kuni: Wrath of the White Witch,PlayStation 3,9.4,RPG
Marvel's The Avengers: Battle For Earth,Wii U,5,Action
Borderlands 2: Sir Hammerlock's Big Game Hunt,PC,6.9,"Shooter, RPG"
Borderlands 2: Sir Hammerlock's Big Game Hunt,Xbox 360,6.9,"Shooter, RPG"
Borderlands 2: Sir Hammerlock's Big Game Hunt,PlayStation 3,6.9,"Shooter, RPG"
Unchained Blades,Nintendo 3DS,8,RPG
DmC: Devil May Cry,PC,8.9,Action
DmC: Devil May Cry,PlayStation 3,8.5,Action
The Earth Defense Force 2017 Portable ,PlayStation Vita,7.5,Action
007 Legends,Wii U,4.2,Action
Joe Danger,iPhone,9.1,Action
DmC: Devil May Cry,Xbox 360,8.9,Action
Anarchy Reigns,Xbox 360,5.9,Action
Anarchy Reigns,PlayStation 3,5.9,Action
Primordia,PC,6.8,Adventure
Kentucky Route Zero: Act 1,PC,8.3,Adventure
Mutant Mudds,iPhone,9.1,Platformer
Infestation: Survivor Stories,PC,3,Action
Labyrinth Legends,PlayStation 3,7.7,RPG
Ace of Spades,PC,5.9,Shooter
Monsters Inc. Run,iPhone,7.7,Action
Pudding Monsters,iPhone,7.3,"Puzzle, Adventure"
Kinect Party,Xbox 360,8.5,Party
Oddworld: Stranger's Wrath HD,PlayStation Vita,7.5,"Action, Adventure"
Sky Gamblers: Storm Raiders,iPhone,7.1,Action
AirBuccaneers,PC,7.5,Action
Theatrhythm Final Fantasy,iPhone,8,"Music, Action"
Sing Party,Wii U,6.3,Music
Street Fighter X Mega Man,PC,7,Action
Grand Theft Auto: Vice City,iPhone,7.7,"Action, Adventure"
Sonic &amp; All-Stars Racing Transformed,PlayStation Vita,7,"Racing, Action"
Sonic &amp; All-Stars Racing Transformed,Nintendo 3DS,7,"Racing, Action"
The Sims 3: Seasons,PC,7.5,Simulation
Tank! Tank! Tank! ,Wii U,5.8,Action
Guardians of Middle-earth,Xbox 360,7.5,Battle
Ratchet &amp; Clank: Full Frontal Assault,PlayStation 3,6.4,Action
Page Chronica,PlayStation 3,4.1,Puzzle
Miner Wars 2081,PC,5,Shooter
Guardians of Middle-earth,PlayStation 3,7.5,Battle
The Elder Scrolls V: Skyrim -- Dragonborn,Xbox 360,8.8,RPG
Baldur's Gate -- Enhanced Edition,iPad,6,RPG
Black Knight Sword,PlayStation 3,6.9,"Puzzle, Adventure"
Black Knight Sword,Xbox 360,6.9,"Puzzle, Adventure"
The Walking Dead: A Telltale Game Series -- Season One,Xbox 360,9.3,Adventure
The Walking Dead: A Telltale Game Series -- Season One,PlayStation 3,9.3,Adventure
The Walking Dead: A Telltale Game Series -- Season One,iPhone,9.3,Adventure
The Walking Dead -- Game of the Year Edition,PC,9.3,Adventure
The Walking Dead: A Telltale Game Series -- Season One,PC,9.3,Adventure
The Walking Dead: A Telltale Game Series -- Season One,Macintosh,9.3,Adventure
The Walking Dead -- Game of the Year Edition,PlayStation 3,9.3,Adventure
The Walking Dead: A Telltale Game Series -- Season One,iPad,9.3,Adventure
The Walking Dead -- Game of the Year Edition,Xbox 360,9.3,Adventure
Minigore 2: Zombies,iPhone,9.1,Shooter
Jet Set Radio,iPhone,5.6,Action
Forge,PC,7,Shooter
Nancy Drew: The Deadly Device,PC,6.8,Adventure
Just Dance 4,Wii U,5.3,Music
Into the Dead,iPhone,7,Action
Writer Rumble ,iPhone,8.2,"Puzzle, Word Games"
Mass Effect,PlayStation 3,9,RPG
Guilty Gear XX Accent Core Plus,Xbox 360,8.3,Fighting
Guilty Gear XX Accent Core Plus,PlayStation 3,8.3,Fighting
Uncharted: Fight For Fortune,PlayStation Vita,7,"Card, Battle"
Modern Combat 4: Zero Hour,iPhone,7.8,Shooter
Wonderbook: Book of Spells,PlayStation 3,6,"Simulation, Adventure"
Rift: Storm Legion,PC,8.3,RPG
The Walking Dead: Assault,iPhone,7.5,Adventure
Miasmata,PC,7.9,Adventure
Bladeslinger: Episode 1,iPhone,7.2,Action
Funky Barn,Wii U,5,Simulation
ESPN Sports Connection,Wii U,3,Sports
Sonic &amp; All-Stars Racing Transformed,Wii U,8.8,"Racing, Action"
Real Boxing,iPhone,7.6,Sports
Baldur's Gate -- Enhanced Edition,PC,8.1,RPG
Crashmo,Nintendo 3DS,9.5,"Puzzle, Action"
PlanetSide 2,PC,9,Shooter
Disney Epic Mickey 2: The Power of Two,Wii U,6,"Action, Adventure"
Warriors Orochi 3 Hyper,Wii U,7,Action
Transformers Prime,Wii U,7.8,Action
Rage of the Gladiator,iPhone,7.6,Action
Skylanders Battlegrounds,iPhone,6.6,Action
FIFA Soccer 13,Wii U,6,Sports
Family Guy: Back to the Multiverse,Xbox 360,6,Adventure
Family Guy: Back to the Multiverse ,PlayStation 3,6,Adventure
Little Inferno,PC,5,Puzzle
Little Inferno,Wii U,5,Puzzle
Little Inferno,Macintosh,5,Puzzle
Little Inferno,iPad,5,Puzzle
Little Inferno,Linux,5,Puzzle
Little Inferno,iPhone,5,Puzzle
Little Chomp,iPhone,8,Action
Trine 2: Director's Cut,Wii U,9,Action
LEGO The Lord of the Rings,PlayStation Vita,3.8,"Action, Adventure"
LEGO The Lord of the Rings,Nintendo 3DS,3.8,"Action, Adventure"
Jetpack Joyride,PlayStation Portable,7.4,Platformer
LEGO The Lord of the Rings,PlayStation 3,6.8,"Action, Adventure"
LEGO The Lord of the Rings,Xbox 360,6.8,"Action, Adventure"
Assassin's Creed III,PC,8.6,"Action, Adventure"
Chasing Aurora,Wii U,6,Action
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?,Nintendo 3DS,8.5,Adventure
Wraithborne,iPhone,5.2,Action
Madden NFL 13,Wii,8.3,Sports
Rabbids Land,Wii U,5,Party
Call of Duty: Black Ops II,Wii U,9.3,Shooter
Persona 4 Golden,PlayStation Vita,9.3,RPG
Tekken Tag Tournament 2: Wii U Edition,Wii U,7.5,Fighting
Madden NFL 13,Wii U,8.3,Sports
Far Cry 3,PC,9,Shooter
Far Cry 3 ,PlayStation 3,9,Shooter
Mass Effect 3 (Special Edition),Wii U,9.5,RPG
Far Cry 3,Xbox 360,9,Shooter
Disney Epic Mickey: Power of Illusion,Nintendo 3DS,7,"Action, Adventure"
Assassin's Creed III,Wii U,8.5,"Action, Adventure"
Nano Assault Neo,Wii U,9,Shooter
Borderlands 2: Mr. Torgue's Campaign of Carnage,PC,9.2,"Shooter, RPG"
Scribblenauts Unlimited,PC,8.8,"Puzzle, Action"
Borderlands 2: Mr. Torgue's Campaign of Carnage,Xbox 360,9.2,"Shooter, RPG"
PlayStation All-Stars Battle Royale,PlayStation Vita,8,Fighting
Borderlands 2: Mr. Torgue's Campaign of Carnage,PlayStation 3,9.2,"Shooter, RPG"
PlayStation All-Stars Battle Royale,PlayStation 3,8,Fighting
Beatdown!,iPhone,6.3,"Fighting, Action"
Waking Mars,PC,6.5,Action
NBA 2K13,Wii U,9.1,Sports
Waking Mars,iPhone,6.5,Action
The Walking Dead: The Game -- Episode 5: No Time Left,Xbox 360,9.5,Adventure
The Walking Dead: The Game -- Episode 5: No Time Left,PC,9.5,Adventure
The Walking Dead: The Game -- Episode 5: No Time Left,iPad,9.5,Adventure
The Walking Dead: The Game -- Episode 5: No Time Left,Macintosh,9.5,Adventure
The Walking Dead: The Game -- Episode 5: No Time Left,PlayStation 3,9.5,Adventure
Hitman: Absolution,PlayStation 3,9,Action
ZombiU,Wii U,6.3,Shooter
Hitman: Absolution,Xbox 360,9,Action
Hitman: Absolution,PC,9,Action
Batman: Arkham City -- Armored Edition ,Wii U,9.5,Action
Disney Epic Mickey 2: The Power of Two,PlayStation 3,6,"Action, Adventure"
Darksiders II,Wii U,7.5,Action
Disney Epic Mickey 2: The Power of Two,Xbox 360,6,"Action, Adventure"
Call of Duty: Black Ops Declassified,PlayStation Vita,4,Shooter
Scribblenauts Unlimited,Wii U,8.8,"Puzzle, Action"
Fallen Enchantress,PC,7.9,Strategy
Guns of Icarus Online,PC,7.3,Shooter
Sonic &amp; All-Stars Racing Transformed,Xbox 360,8.6,"Racing, Action"
New Super Mario Bros. U,Wii U,9.1,Platformer
Sonic &amp; All-Stars Racing Transformed,PlayStation 3,8.6,"Racing, Action"
Nintendo Land,Wii U,8.7,Party
ARC Squadron,iPhone,7.3,"Flight, Action"
Ninja Gaiden III: Razor's Edge,Wii U,7.6,Action
Call of Duty: Black Ops II,PC,9.3,Shooter
F1 Race Stars,Xbox 360,5.2,Racing
F1 Race Stars,PlayStation 3,5.2,Racing
Midway Arcade Origins,PlayStation 3,5.5,"Action, Compilation"
